track_name,track_artists,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Horrible Infanticide,Living Death,metal,0.385,0.873,11,-12.39,1,0.0514,0.000999,0.874,0.324,0.212,97.346,0klG0C9nwpxCY8tqcxeFfd,223133,4
Heavy Metal Heat,Night Demon,metal,0.292,0.969,1,-4.141,1,0.0892,0.0227,0.00101,0.346,0.528,181.393,6Eh9TyzVi642R9PdTpBKjQ,184412,4
Ring of Fire (Metal Version),Leo,metal,0.57,0.955,9,-5.176,1,0.0389,0.000691,0.134,0.33,0.564,109.997,1OKPeGbvcuR84a5TcEebJ0,218644,4
Fields Of Despair,DragonForce,metal,0.233,0.945,9,-4.761,0,0.0803,2.38e-05,0.000179,0.206,0.116,200.154,7pcA2xmMbTQ2aYke3rtnAv,325120,4
Empty Temples - Acoustic,The Sword,metal,0.578,0.441,5,-7.923,0,0.0252,0.491,0.00971,0.0789,0.128,141.877,2kBVTKNn5Kiv8nQqwEKKrh,233320,4
Bloodlines,Metalocalypse: Dethklok,metal,0.591,0.877,1,-6.816,1,0.0573,1.95e-05,0.911,0.104,0.163,109.944,31BQPqg0PGatf52fIeu3Hh,210560,4
"Thanks - Live At Forum, Copenhagen/2010",Volbeat,metal,0.318,0.959,0,-4.71,1,0.0628,0.000926,1.9e-06,0.457,0.139,106.851,3UqXOoVqVZMBlUjl8CKtwb,310907,4
Suicidal Attack,Autopsya,metal,0.385,0.962,10,-4.301,0,0.129,7.09e-06,0.00247,0.221,0.299,160.075,3pQyOiCee5fuRJiIuZk2Fx,261227,4
Desperate Remedies,Xentrix,metal,0.457,0.749,8,-15.898,0,0.0438,0.00043,0.37,0.565,0.56,106.151,6aeZ8ckt990kFsqMaThouX,290067,4
Heavy Metal Axes,White Skull,metal,0.508,0.945,1,-3.265,1,0.0997,0.000732,0.0333,0.253,0.327,154.987,4sClAaEgSNak5o0D1oqjtk,232133,4
Heavy Metal Night,Angel Sword,metal,0.47,0.936,11,-4.403,1,0.0777,0.0128,0.00316,0.259,0.64,146.031,4ktK1HEzp8MneHg3AXBHPz,244905,4
"Necrolust - Live in Zeitz, 1990",Mayhem,metal,0.161,0.979,10,-8.023,1,0.125,0.684,0.735,0.442,0.0272,131.536,1yh7coqLTAssJQw0wkJAq2,219120,4
Head Like A Haunted House,Queens of the Stone Age,metal,0.292,0.986,7,-3.045,1,0.181,0.00159,0.000419,0.0892,0.337,197.923,3Ikx48PUIc4w36Li5Lhw0h,201025,4
Flyin' High (feat. Zac Brown),Kid Rock,metal,0.517,0.771,2,-3.899,1,0.0384,0.146,1.97e-06,0.111,0.85,148.78,3snsImCMTvsx4LuCdbP2Jr,242880,4
Native Blood,Testament,metal,0.392,0.993,1,-4.007,1,0.145,3.06e-05,9.94e-05,0.158,0.296,178.962,1snRA7jZ3nH56TztgNKJoa,321347,4
Make Yourself Sick,Emery,metal,0.335,0.363,8,-11.042,0,0.0379,0.635,0.000306,0.163,0.199,149.615,682dgmmqxAbP7fGzR2MWAJ,273236,4
Captain Jack (Metal Version),UMC,metal,0.468,0.937,11,-5.154,1,0.05,0.00223,0.00109,0.182,0.734,149.805,3eg2zwYgvAdBCOAGE6gtLs,249049,4
Givin' Back to You,Metalocalypse,metal,0.681,0.919,10,-8.578,0,0.0539,0.000736,0.000339,0.369,0.548,119.988,3W23l4WO4nUzr5BDbWDhqF,164507,4
I'm Still Standing - Metal Version,Leo,metal,0.559,0.94,1,-4.136,0,0.0543,0.0018,3.01e-06,0.292,0.631,89.983,4o8C59MLyVP6qwKrzW8Avr,238697,4
Heavy Metal Soldiers - Rel-Release 1985 by Iron Angel Gbr,Iron Angel,metal,0.182,0.864,4,-9.025,0,0.0582,2.28e-06,0.665,0.78,0.231,174.507,4cGjHVOxCtUlT0r0inDhmw,183600,3
"Breaking Out, Breaking Down",Bullet For My Valentine,metal,0.471,0.935,4,-3.586,0,0.046,4.86e-05,0,0.199,0.338,94.153,3pTHNcoPb5EBnbeHTC27qW,244387,4
Kryptonite,3 Doors Down,metal,0.544,0.877,11,-4.923,0,0.0279,0.00394,1.49e-05,0.158,0.533,99.027,0S0d7Qad5v7ZLQiAuwQxab,233933,4
Far Country,Clutch,metal,0.229,0.781,11,-7.291,0,0.069,0.000434,8.1e-06,0.746,0.33,84.286,6hSSpwk1dRhbw0PyZyjF3H,227254,4
1990 QUADRILLIONS DE TONNES,Gojira,metal,0.437,0.631,8,-6.007,1,0.0276,9.47e-06,0.612,0.166,0.0368,104.908,3UF33xZhDgPwgwUPBKvtNL,260057,4
Heavy Metal Is Forever,Metal Law,metal,0.336,0.95,9,-2.424,0,0.0882,0.0236,0.283,0.484,0.173,92.084,2YYs6WvZbhr25RA7OGyD1g,382773,4
No Compromise,Xentrix,metal,0.273,0.98,0,-6.539,1,0.0543,0.000131,0.000296,0.0811,0.481,100.428,0fNO8VqVyBmic4hLv6d7dR,186667,4
Cowboys from Hell - 2010 Remaster,Pantera,metal,0.374,0.954,2,-5.825,1,0.102,0.0181,0.000302,0.0894,0.426,114.395,5aAHlqn7GfwWf90qjibAXp,248547,4
One Step Closer (Rock Mix) - B-Side Rarities,Linkin Park,metal,0.507,0.979,9,-3.2,1,0.0504,0.00293,4.97e-06,0.0438,0.509,95.178,2nNxukFZizofaXAZzNPATS,157246,4
Metal Woman,3 Inches Of Blood,metal,0.339,0.982,6,-3.762,0,0.141,0.000332,0.0158,0.0988,0.102,94.603,0zQsa4YjjsYRMKTFe1jEA8,288947,4
It's Not You - Live from Philly 2010,Halestorm,metal,0.295,0.867,11,-7.183,1,0.214,0.129,0.000442,0.838,0.0989,125.081,4qC1L57jR1F4vy7gjsmVJo,355547,4
Again,Flyleaf,metal,0.429,0.425,5,-10.605,1,0.0426,0.653,0,0.671,0.556,155.459,30hFUVGBHQ4wNiN3w0qAt4,174132,3
"Game of Thrones Acoustic Guitar (From ""Game of Thrones"")",Charlie Parra del Riego,metal,0.593,0.548,7,-13.514,1,0.0464,0.906,0.919,0.0567,0.549,108.131,2pJLtnUfbGJDKZBxSNshaE,96109,4
The Cuddler,Dance Gavin Dance,metal,0.487,0.977,4,-2.479,0,0.0829,0.0116,0,0.356,0.548,140.981,6bODP2qIJ5gjPiFWbY0EZu,153400,4
Road of Resistance - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,BABYMETAL,metal,0.278,0.948,4,-6.868,1,0.129,2.82e-05,0.174,0.568,0.0678,102.441,7qCCfbfhaMN3iCMcee3FcV,739809,4
Tree Village,Dance Gavin Dance,metal,0.17,0.89,4,-3.581,0,0.0521,0.0166,0.000102,0.107,0.233,178.464,0C9d07g8OTaJeZVVmjN0pS,201987,4
Fever,Criminal Instinct,metal,0.281,0.871,6,-4.645,1,0.053,4.02e-05,0.224,0.174,0.451,93.429,6Y4IgwmFYtztdSSOKPVgzn,148004,3
Healing the Chakras with Heavy Negative Wizard Metal,Rebel Wizard,metal,0.281,0.993,0,-3.817,1,0.11,5.84e-05,0.82,0.304,0.0313,160.144,0T4Vg0QkUiJnApu1m7nYNO,193000,4
Po-Dunk,Kid Rock,metal,0.656,0.816,7,-4.172,1,0.115,0.0603,1.82e-05,0.0322,0.524,80.005,4IYnTLWG9mP1MNeFNjZm7T,271134,4
Jesus H. Macy,Dance Gavin Dance,metal,0.14,0.973,7,-3.131,0,0.268,0.00184,0,0.0623,0.299,181.961,7pOPb4HbCI0o0Uk9g0TP0A,205405,3
Roots in Stereo - 2006 Remaster,P.O.D.,metal,0.474,0.92,5,-4.37,0,0.13,0.000452,0,0.117,0.606,81.428,1NyTZMqkgMsOYP3glFFZdQ,283000,4
Best of You,Foo Fighters,metal,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,5FZxsHWIvUsmSK1IAvm2pp,255627,4
Cat Scratch Fever - 2003 Remaster,Pantera,metal,0.429,0.961,4,-4.141,1,0.0912,0.000964,0.565,0.338,0.379,128.54,1zYp82EAlP0xnRRde4Me09,229307,4
This Is Heavy Metal,Stormzone,metal,0.572,0.924,1,-4.687,1,0.0414,7.84e-05,3.86e-05,0.255,0.439,110.03,6XpG7ZPqOmVrucvuRUvaDC,331361,4
Every Day Is Halloween (2010 Version),Ministry,metal,0.454,0.986,6,-5.428,0,0.139,1.83e-05,0.968,0.0687,0.383,156.092,3WREMVbfspLqedp628aONY,269467,4
Leather Lord,3 Inches Of Blood,metal,0.521,0.998,1,-3.955,1,0.147,1.25e-05,0.587,0.102,0.0589,109.95,5BpqdXcDU2zPpTKXQgFIVS,237933,4
The Mirror,Contorsion,metal,0.454,0.978,2,-4.287,1,0.0574,2.74e-05,0.00537,0.322,0.679,158.012,3aWajyexXfMYSx8yK3GKFd,257267,4
Skyhunter,Metalocalypse: Dethklok,metal,0.557,0.944,1,-3.267,1,0.0551,6.36e-05,0.511,0.126,0.334,95.02,75ctfr2HzBUit0tpjmIBYZ,248120,4
Technophobia,Carnivore,metal,0.227,0.974,1,-5.874,1,0.114,0.000221,0.767,0.096,0.235,95.15,3RoWBNnU0nu48zdpc1iUbP,236133,4
Unbreakable Chain,Dream Evil,metal,0.526,0.76,7,-4.73,0,0.0358,0.00976,0.000299,0.0816,0.238,120.106,1qmAhqyYwBUK79P3Ih9RGq,353493,3
Untitled,Five Pointe O,metal,0.469,0.983,0,-3.862,1,0.0756,0.000122,0.000402,0.204,0.188,100.089,44k98sFp4h2BWFF5SFsEcY,231187,4
Tomorrow's No Concern,Dee Snider,metal,0.513,0.946,1,-5.03,0,0.11,3.35e-05,5.28e-05,0.126,0.614,94.96,3ELtdrfPlx69FhQzLmu6n8,199587,4
My Way,Christopher Lee,metal,0.519,0.916,9,-5.37,1,0.0651,4.59e-05,0.86,0.303,0.129,146.009,4VAEIvTHlViF5APdnnIEjO,301438,4
Eisbein mit Sauerkraut,Living Death,metal,0.378,0.816,9,-10.529,1,0.0847,0.0019,0.857,0.0633,0.228,110.417,3ARYkjKyOzBDohlLYFKcQw,170240,4
2:38,Emery,metal,0.595,0.638,3,-8.837,0,0.0288,0.218,0.000237,0.349,0.439,122.001,5REgqYGGeLWS8LJl2ptwBM,225303,4
Y seras canción - 2010,Mägo de Oz,metal,0.557,0.951,0,-3.18,0,0.0886,0.0143,2.28e-06,0.407,0.36,128.002,6JyeYqG5uMQiJ30IlQpLPc,363213,4
When the Fever Broke,Stone Sour,metal,0.521,0.56,1,-9.528,1,0.0268,0.275,0.00037,0.114,0.292,144.078,5cIUvh3C4WHGXJqmjuXL3U,392280,4
Chainsaw Metal,Thrashfire,metal,0.482,0.998,9,-3.415,1,0.122,0.0017,0.00447,0.568,0.236,109.996,6Ed4ZBepFuIU6QThrcwhml,262531,4
Jump (Metal Version),Leo,metal,0.603,0.915,0,-4.006,0,0.0476,0.0256,0.00108,0.0541,0.719,135.004,6owWfPJZOLZUsTMuxMLtGi,256000,4
"Beer, Metal, Trolls and Vomit!",Nordheim,metal,0.351,0.989,11,-3.206,1,0.0935,1.96e-05,0.174,0.972,0.608,175.061,4UJxPrUEQgFRw1AAzJYFPw,208640,4
Turn Down for What,Andrew Baena,metal,0.404,0.859,4,-5.434,1,0.0932,0.00128,0.398,0.253,0.244,63.74,4nmvKLa0HdUgW64BU2q3zE,117474,5
Nighttiger - Remastered,Picture,metal,0.53,0.917,2,-5.736,1,0.083,7.21e-05,0.0127,0.0923,0.335,136.747,30vWuVCpzw0Eqzgv2ZWBjk,202920,4
Down,Stone Temple Pilots,metal,0.411,0.953,6,-3.853,0,0.073,0.000213,0.000637,0.105,0.215,134.824,1Sm1xbCTa0MQdhRuBq62SS,228960,4
"Maybellene I Hofteholder - Live At Forum, Copenhagen/2010",Volbeat,metal,0.214,0.916,0,-4.296,1,0.0554,0.000618,1.24e-06,0.839,0.35,101.571,1AUKBuBZetJbeRzx0JVD4u,206413,4
Wolf Man,Metalucifer,metal,0.201,0.932,4,-5.801,1,0.0956,0.00246,6.85e-06,0.362,0.34,168.691,7AZr3F2VPgnkWMPCvUF7lH,288571,4
King After King,Avatar,metal,0.561,0.856,8,-6.616,0,0.0491,0.0732,0.02,0.114,0.413,137.989,1V1HPkDbwGhW7DRRu9AzUX,307938,4
Burning Up With Fever,Gene Simmons,metal,0.435,0.842,9,-8.865,1,0.106,0.105,0,0.379,0.423,177.557,4TqVJrn2N3O77vNmRfwEpE,262360,4
The Best - Metal Version,Leo,metal,0.601,0.906,9,-3.836,1,0.0377,0.00053,7.73e-06,0.174,0.446,124.995,07r0wjGgAla3vmso2Ti4Pr,274428,4
Slouch,Dance Gavin Dance,metal,0.489,0.978,5,-3.015,0,0.124,0.00846,0.000106,0.0645,0.463,158.016,0cbAF0iJ9bqLtpNuEzeTA4,190957,4
40:1 - World War Tour 2010,Sabaton,metal,0.308,0.944,0,-5.692,1,0.122,0.00782,0.0485,0.664,0.171,135.704,0ENFR35Tw1oyGcvukMyDTg,273813,4
The Galaxy,Metalocalypse: Dethklok,metal,0.471,0.91,5,-5.177,0,0.0515,1.23e-05,0.888,0.108,0.232,94.979,15LWppLETHFjpcjSKkbFLt,315107,4
What Is but Can Not Not Be,Believer,metal,0.195,0.713,2,-12.495,1,0.0718,0.000136,0.5,0.193,0.225,157.589,5bJpTHpStAicTdIHUQqW6L,331237,4
Like A Rose,New Medicine,metal,0.705,0.805,0,-4.744,0,0.0527,0.00312,0,0.0746,0.793,122.993,7JzmU7RueCOyjghiuSyMnM,206547,4
EDM (E-Dependent Mind),Kiko Loureiro,metal,0.43,0.778,11,-6.505,0,0.0719,0.00228,0.817,0.0605,0.54,86.894,1XUxOG4MhpHiKpZbKZdNdK,265213,4
Your Betrayal,Bullet For My Valentine,metal,0.569,0.883,2,-4.41,0,0.0747,8.07e-05,7.74e-05,0.0883,0.373,134.003,25GC50HslaaruyrKjdu0lP,291427,4
Let Them Eat Metal,The Rods,metal,0.626,0.721,9,-6.35,0,0.0305,0.0014,0.00575,0.203,0.493,116.414,3uZFSiCurXd9Jm3OIfxmAb,237440,4
Starlight - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,BABYMETAL,metal,0.351,0.748,3,-9.121,0,0.0964,6.82e-05,0.309,0.936,0.115,142.011,3IUJ09w3TL6wbWc5ORu9xX,359857,4
"Strawberry Swisher, Pt. 2",Dance Gavin Dance,metal,0.382,0.9,3,-2.921,0,0.0428,0.0141,0,0.293,0.558,164.049,2ZULQgyL9b282vQwHEvVFU,186760,4
"When They Come for Me - Live from Paris, 2010",Linkin Park,metal,0.527,0.894,1,-5.442,1,0.0691,0.0181,0.000493,0.694,0.373,92.007,3W6wt17UMiFX6EdBhMVNk7,306653,4
Everything Zen - The Lhasa Fever Mix,Bush,metal,0.597,0.96,11,-4.993,0,0.0766,0.0122,0.0289,0.0728,0.729,133.946,1J24mgehxhBbcLl0LZLdCg,256827,4
Shattered,Pantera,metal,0.322,0.911,1,-5.801,1,0.0723,8.32e-05,0.677,0.104,0.355,118.605,0CBMDHS4Xt8UPKBOdQrzDL,204373,4
Castratikron,Metalocalypse: Dethklok,metal,0.568,0.867,0,-6.592,1,0.0434,2.95e-05,0.897,0.0696,0.682,147.0,6FZZjecV73B3tCsMO5HFCy,177307,4
Let It Rock,Bon Jovi,metal,0.434,0.877,2,-3.36,1,0.0407,0.187,0,0.175,0.388,96.452,6BHtTBtKb4BppT3ykEl8GZ,325493,4
The Ballroom Blitz (Metal Version),Leo,metal,0.601,0.948,1,-5.174,0,0.0543,0.000598,0.00031,0.0537,0.511,112.487,11HnTRidSl8N6PvWHzsBT1,221748,4
Maestro del crimen,Sangre Azul,metal,0.49,0.848,0,-8.289,1,0.0643,0.0363,7.59e-05,0.213,0.395,146.757,2Rhgj3kIU6dP5LafAtCieo,213800,4
Thundergods,Sabaton,metal,0.528,0.88,6,-4.637,0,0.0516,0.000922,0.0234,0.0407,0.464,120.352,7w16teDA8mlc0bJVkkByyC,227627,4
Here Comes the Sun (Metal Version),Leo,metal,0.579,0.898,9,-5.405,1,0.0488,0.00319,0.0679,0.878,0.467,140.005,3BOti831wvq8XsONC2w2V2,239357,4
Bat Country - Live,Avenged Sevenfold,metal,0.393,0.956,0,-7.201,1,0.125,9.17e-06,0.00154,0.954,0.285,124.974,780voClLvwbE1eSatqXaep,363560,4
Last Birthday,Living Death,metal,0.499,0.947,4,-8.911,0,0.082,0.00438,0,0.314,0.23,97.216,5LnlNKRDHJI1O6bmu2mD0T,233120,4
Electro-Violence,Overkill,metal,0.386,0.907,9,-10.287,0,0.0769,0.000118,0.0992,0.302,0.517,83.438,0C81E6DDEsGvCeBOupOl2W,225427,4
From Dusk Till Dawn,BABYMETAL,metal,0.512,0.842,1,-5.216,0,0.0749,0.00101,0.617,0.119,0.215,130.006,1EGGbj2RufXUr3kvG3GvmM,227973,4
"Psycho Holiday - Live from Foundations Forum Metal Convention, 1990",Pantera,metal,0.325,0.969,2,-4.472,1,0.0949,1.33e-05,0.00698,0.232,0.0799,112.575,108DBbubhuUZKKhAVl2Dko,325507,4
The Ballad of Ivan Patrick,Otherwise,metal,0.518,0.729,3,-7.069,0,0.0356,0.256,2.08e-06,0.109,0.337,93.954,2fwjJWhzT1iXfXXO2uNhVB,195867,4
The Unforgiven,Apocalyptica,metal,0.327,0.427,4,-6.867,0,0.03,0.886,0.148,0.141,0.379,74.971,3Qav4XRh4LiPhZQH9JIAXG,323227,4
Plug It,Full Metal Thrashers,metal,0.38,0.889,4,-6.515,0,0.0905,4.55e-06,0.327,0.239,0.542,145.012,0f80llT4sq4JHpI1SphjIw,179246,4
Scene Seven: I. The Dance of Eternity,Dream Theater,metal,0.338,0.922,2,-6.783,1,0.0709,0.0107,0.877,0.515,0.526,122.311,7FTf3bJuCq5UYHjUwggKNB,373693,4
Civil Wars,Emery,metal,0.522,0.822,3,-8.384,0,0.073,0.0332,0.0077,0.359,0.357,136.04,3Dp7aJ74JoFOgQLnguVQ8a,168379,4
Go Forth and Die,Metalocalypse: Dethklok,metal,0.563,0.874,8,-6.136,1,0.0376,8.5e-06,0.822,0.0518,0.545,117.005,0QE5hb7A6qCQtZ8bPtFFPa,261627,3
Change (In the House of Flies),Deftones,metal,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,51c94ac31swyDQj9B3Lzs3,299533,4
Technology Eats Its Young,Powerman 5000,metal,0.203,0.64,10,-18.551,0,0.13,0.292,2.72e-05,0.561,0.03,122.62,4W2sfbS9BctThulnhAzyvI,73547,5
Born Free,Kid Rock,metal,0.592,0.917,9,-1.278,1,0.0275,0.00637,1.3e-06,0.112,0.682,127.439,0nzsQbMirivcvRc6rNfXSp,264533,4
Funky Town - Remastered,Picture,metal,0.304,0.863,9,-6.419,1,0.0632,1.33e-05,0.00202,0.624,0.351,141.573,0gfoaEFG7zmiSOQHBwOdH3,173360,4
Eagle vs. Crows,Dance Gavin Dance,metal,0.406,0.908,3,-3.311,0,0.0611,0.00135,2.25e-06,0.28,0.646,170.0,0augziIKImeQunsf8k6Jdv,176933,4
Prism [Bonus track] - Electro Version,Eskimo Callboy,metal,0.525,0.859,5,-6.041,0,0.0645,6.2e-05,0.00992,0.287,0.523,135.983,6ftfWWaz5b70MxpiVkjeeS,209000,4
The Shortest Straw - Metallica Cover,Tulkas,metal,0.344,0.891,2,-5.937,1,0.062,0.000107,0.042,0.0763,0.692,147.382,35d0N4W4Fn6gNtxNyb3FqB,378070,4
Elevator Girl - English Version,BABYMETAL,metal,0.41,0.996,11,-2.059,0,0.231,0.000152,0.0144,0.357,0.248,179.932,0YkWGeq9tlbJBHwqbUZXAP,165026,4
Melodyk,Heavy Metal Ninjas,metal,0.557,0.627,2,-4.549,1,0.0311,0.00237,0.87,0.125,0.345,75.013,6TgSrW6E7poSLPrsci8aHY,208000,4
Privilously Poncheezied,Dance Gavin Dance,metal,0.259,0.984,11,-2.931,0,0.228,0.000425,0.000841,0.181,0.492,128.11,3GFTyJiJXMWG55i00JVLPq,234160,4
Torn Apart,Blood Tsunami,metal,0.272,0.967,2,-4.191,1,0.0846,3.55e-06,0.362,0.0687,0.332,178.021,3I7bqK3ozEUieDVZopinIm,322413,4
Rapture,Morbid Angel,metal,0.28,0.963,9,-8.108,1,0.124,1.18e-05,0.0566,0.419,0.0673,141.524,4iQxdHODYQeMRh9bI1EKFA,257973,4
Evil Hammer,Invincible Force,metal,0.297,0.999,9,-2.878,1,0.14,0.000906,0.323,0.134,0.0309,109.342,7pzwl3XOgVmuZcmL4XWzuk,146239,4
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,metal,0.64,0.884,6,-2.609,1,0.0428,0.0226,0,0.187,0.573,124.968,6BLLQndvA0rLbLcIZmuuEJ,244000,4
"Girls, Girls, Girls - From Live Around the World 1989-1990",Mötley Crüe,metal,0.343,0.991,7,-5.123,1,0.115,3.92e-05,0.00374,0.968,0.113,143.632,0vE60GsFsJEtiNI9et0wgH,342200,4
Happily Ever After,Corrosion Of Conformity,metal,0.27,0.904,9,-6.986,1,0.19,9.14e-06,0.838,0.162,0.333,111.311,18QrVd6BRwFVgUvbEIQhaE,261760,4
Roots & Will,Rotting Out,metal,0.273,0.992,2,-4.554,1,0.206,4.14e-05,0.0235,0.306,0.334,135.0,646D4tmofGYv6lURaK9v7t,108050,4
Headbangeeeeerrrrr!!!!! - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,BABYMETAL,metal,0.391,0.98,2,-7.429,1,0.154,0.000124,0.56,0.94,0.046,185.021,0mMWNe5ZLu9SWgu0cU7m3M,436125,4
Born Stubborn,Sepultura,metal,0.254,0.932,2,-5.947,1,0.154,0.000453,0.45,0.501,0.0735,142.994,6fDkvAtV0lrIKLfHrllN0H,247667,4
Redneck Paradise (feat. Hank Williams Jr.) - Remix,Kid Rock,metal,0.682,0.867,2,-3.542,1,0.0349,0.0445,0,0.759,0.745,115.053,3FUImEAxUYErR1ndoXxNPQ,306923,4
Down Under (Metal Version),Leo,metal,0.589,0.93,11,-5.205,0,0.0346,0.000822,0.000143,0.0535,0.594,119.988,4pSbDnrf7CffhaqOUqoyCP,226499,4
Midnight Train to Memphis,Kid Rock,metal,0.543,0.77,1,-6.26,1,0.0662,0.109,0.000205,0.106,0.448,163.942,5mKB2ImeCdfKrJcqVm1jtA,284120,4
Deck the Halls,Charlie Parra del Riego,metal,0.247,0.897,0,-6.548,1,0.0485,1.66e-06,0.794,0.638,0.315,190.071,5TmPXASfWprrLP9tqXkxeC,154935,4
House On Fire,Asking Alexandria,metal,0.46,0.788,4,-5.597,0,0.0704,0.00126,0.000118,0.101,0.233,175.188,28A7OtPOf870rmix5OEMiP,213327,4
Shattered,Pantera,metal,0.322,0.911,1,-5.801,1,0.0723,8.32e-05,0.677,0.104,0.355,118.605,2xPCkXwy8Yfx6C5lOcus2B,204373,4
Thrashers,Death Angel,metal,0.225,0.993,0,-3.304,1,0.232,5.78e-06,0.00284,0.37,0.0867,122.325,6tCOdEd4D3F5eBtXR3kjap,431947,4
Endangered Species,Sepultura,metal,0.275,0.835,2,-7.771,1,0.0786,3.59e-05,0.224,0.0769,0.27,159.927,1J339w8ZGvf8IiY7oLCEYa,320427,4
"From the Inside - Live in Sydney, 2010",Linkin Park,metal,0.374,0.936,1,-3.309,1,0.0579,0.00999,1.96e-05,0.224,0.345,94.99,1pIp02rdzvluvWaHJ7ZZgM,208867,3
Change (In the House of Flies),Deftones,metal,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,0cEg4i5ArOm50TMr9M64BE,299533,4
Fire Blood and Steel,Brothers of Metal,metal,0.541,0.912,0,-5.491,1,0.0455,9.26e-05,0.00518,0.168,0.139,120.05,1KuNk1ZZPTZKwjjo1Vdw9G,192000,3
No Way But The Hard Way,Airbourne,metal,0.569,0.948,9,-3.216,1,0.065,0.00126,0.0378,0.0224,0.524,116.038,2S7kvwxfmgqpsd4whf4wNg,214840,4
Death Metal,Possessed,metal,0.204,0.989,11,-4.866,1,0.103,3.76e-05,0.000466,0.112,0.0312,100.954,4BIxY4hmAvaJJBqGGxfHdJ,194667,4
Wrecking Ball,Andrew Baena,metal,0.465,0.834,5,-4.048,1,0.0561,0.00565,1.42e-06,0.1,0.447,119.981,25M0GNqmvB4qwrbvpOtbyE,210704,4
House On A Hill,The Pretty Reckless,metal,0.443,0.635,10,-5.378,0,0.0349,0.00215,0.0489,0.0999,0.135,127.997,41ryhONRomEaVAZUNolG7h,279253,4
Dominion of Deceit,3 Inches Of Blood,metal,0.238,0.95,4,-3.396,0,0.0646,3.59e-05,0.000772,0.339,0.598,196.117,20pVR5CQBMAGm9x7VQ24Gy,258440,4
Sugar Pie Honey Bunch,Kid Rock,metal,0.741,0.602,7,-7.351,1,0.0245,0.0707,0.00272,0.269,0.563,116.024,4dTFQU2LVSqy3OOFW2lnWV,251649,4
Metalizer,Sabaton,metal,0.354,0.839,2,-5.273,0,0.0453,1.97e-05,0.00483,0.133,0.356,140.24,6rz2aUtIRO6F46i7yOmnFT,246813,4
Thrash On The Streets,Dangerous,metal,0.164,0.974,9,-4.776,1,0.282,9.14e-06,0.0178,0.191,0.257,174.832,0ELbhCvUtuhiRek6xF3WwM,384160,4
Electronic Love - Original Mix,Vit,metal,0.852,0.749,9,-7.923,0,0.828,0.163,0.806,0.124,0.479,129.97,7a2Q1LXcf2oot16TGZCnR3,302822,4
Lunchbox,Marilyn Manson,metal,0.452,0.952,9,-6.499,1,0.218,0.00442,0.121,0.302,0.305,168.065,1EYTOP6cIzADbgxCFG87ML,272800,4
Sacrifice,Venom,metal,0.268,0.805,1,-11.914,1,0.0471,7.44e-05,8.98e-05,0.0383,0.364,109.565,7xtRPRg7ei44XUGjQdwv3B,268040,4
Born This Way (Metal Version),Leo,metal,0.585,0.918,11,-5.185,1,0.0393,0.000746,0.000113,0.321,0.707,135.014,6M40PmIWSessOUyiLXuTX5,288668,4
Roots to Sever,Be'lakor,metal,0.182,0.939,9,-5.168,1,0.086,0.000184,0.801,0.135,0.117,148.052,5816DXmqL7a5TWbiLIaPzT,425218,4
"Game of Thrones Power Metal (From ""Game of Thrones"")",Charlie Parra del Riego,metal,0.357,0.936,2,-6.8,0,0.0653,3.81e-05,0.868,0.135,0.0661,112.574,6aXJbYuVRPQaXhRYWrWlBW,98612,3
Body Hammer,Fear Factory,metal,0.468,0.945,8,-6.635,1,0.0769,1.65e-05,0.0155,0.0987,0.362,81.988,4SYHKQFDyJ3FUQUTZUOzED,305533,4
Thrashers,Death Angel,metal,0.225,0.993,0,-3.304,1,0.232,5.78e-06,0.00284,0.37,0.0867,122.325,00Q0F5LKJ4XbqWCzq5joCB,431947,4
Cold.Metal.Place,Code Orange,metal,0.282,0.987,2,-2.135,1,0.257,0.000174,0.000454,0.82,0.189,103.192,74CoqyF3ZUimFmC3M9Za6P,184080,5
Heavy Metal Mama,Devin Townsend,metal,0.355,0.644,4,-10.016,0,0.0978,0.0159,0.000545,0.674,0.465,96.375,7lZOgb06ueV5hj0JTV5pyL,287867,4
HVY,Toothgrinder,metal,0.546,0.942,7,-4.828,1,0.0508,0.00443,0.00332,0.317,0.583,92.484,5i6Y6WapioKEahI89ozs02,215507,4
"Ijime, Dame, Zettai - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW",BABYMETAL,metal,0.217,0.929,1,-7.286,0,0.117,0.000118,0.113,0.937,0.107,159.889,20yk5pYXW2csECt4GFpGzX,702251,4
Violent & Funky,Infectious Grooves,metal,0.477,0.899,2,-6.058,1,0.121,0.000238,0.000144,0.0598,0.555,104.822,7je6HRz7AoYt0HoW0gEUdP,256293,4
